row_id,target_rapid_surge_next,slice_lowflow
4683804084660040,0,0
4765306802884963,0,0
4769789168238313,0,1
4782268027377447,0,1
4822195051707146,0,0
4839225685056238,0,1
4885449943156613,0,0
4897035002370848,0,1
4900724031874811,0,1
4925436500459770,0,0
4941111748940679,0,1
4950966913809502,1,1
4985415735808654,0,1
4993652325625096,0,0
5007091736595834,0,1
5026333463927537,0,0
5036102321390211,0,0
5083170367387213,0,1
5101482291742165,0,0
5131104339041910,0,0
5135499965759966,1,1
5137455375718322,0,0
5163434679373738,0,1
5177703310743261,0,0
5202152752787635,1,1
5216184989812251,0,1
5254085202107421,0,1
5260297826634640,1,0
5270659178696557,0,1
5275925452935585,0,0
5276805233545487,0,1
5311543553110373,1,0
5336862010723069,0,1
5337789854355202,0,1
5376926063694670,0,1
5387996080273892,0,0
5395905418603088,1,0
5398551741503090,1,0
5419217965373809,0,0
5466127326407757,0,0
5468801414513577,0,0
5515229345892822,0,0
5516855408603782,0,1
5516983637801131,0,0
5520819923005494,0,0
5530627707824070,0,0
5566591024812921,0,1
5577389643237261,0,1
5636033421739366,0,0
5673951218093402,1,0
5679879404548959,0,0
5702746814615366,0,1
5707877430547162,0,0
5737777187892469,0,1
5745591325710816,0,0
5854695715170876,0,0
5862222647766168,0,1
5873760467827563,0,1
5910387629848257,0,1
5912812783350688,0,0
5917855355670302,0,1
5930208787239350,0,0
5934530303836215,0,0
5938007049999997,0,0
5940597728601667,0,0
5952805899021088,0,1
5965723561022961,0,1
5974808218573293,0,1
5984544835179146,0,1
6015289756493485,0,0
6020343659592992,0,1
6027135324448062,0,0
6042627490018378,0,0
6079111644489293,1,1
6097592385750056,0,0
6098963557605595,0,1
6134258292640442,0,1
6142022832721529,0,1
6212331081264765,0,0
6279899287922194,0,1
6288476044547596,1,1
6330621986897373,0,1
6332024381376392,0,0
6332293282142163,0,0
6343325977322859,0,1
6355662202921386,0,0
6362138958174070,0,0
6372844382278708,0,1
6406304434667069,0,0
6407951915287295,0,0
6411797638087703,0,1
6432076187892551,0,0
6434409445156857,0,0
6443048808873241,0,0
6445637621302374,1,1
6498863946735502,0,0
6508237176492368,0,0
6509805477272836,0,0
6514227693175005,0,0
6533294553642219,0,0
6602534162979819,1,0
6605967850066981,0,0
6610021440921305,0,0
6611847889259100,0,1
6612195898837226,0,0
6642851809708096,0,0
6642996698266586,0,0
6686149962184793,0,0
6690943408461398,0,0
6706294491032328,0,0
6727003177893420,0,0
6728400625225198,0,1
6731511770172783,0,0
6761797252912887,0,1
6773411750725287,0,0
6778114852196134,0,1
6782206155555096,0,0
6787182165946397,0,0
6800588077917527,0,0
6808304928628528,0,1
6810700318798305,0,0
6821201946902379,1,0
6879686922892332,0,0
6908343177086066,0,1
6933154256465672,0,0
7010517723577575,0,0
7018093343900739,0,1
7052622925471460,0,0
7093847676555715,0,1
7128812610236404,0,1
7141239861998083,0,0
7145948738547835,0,0
7163881602565525,0,1
7167769339734104,1,0
7168489734374449,0,0
7184041389330250,0,1
7192541938823745,0,0
7221024712537322,1,1
7228644437512247,0,0
7248223332797970,0,0
7280719863559075,0,0
7283075629087067,0,0
7296997324626611,0,0
7340247810041662,0,0
7360771635757146,0,0
7386074932255987,0,0
7395890606205663,0,1
7468794049128149,0,0
7491490255736941,1,1
7492838320642126,1,1
7519554394587716,0,0
7521431525906432,0,1
7523891227334449,1,1
7593386448860546,0,0
7619197592911702,0,0
7627954654446816,0,0
7641393736206859,0,0
7774461814022314,0,0
7789525291484032,0,0
7805331716172207,0,1
7818389755885540,0,0
7837459224219134,0,0
7857812767236343,0,1
7859496722984455,0,0
7953792990747073,0,0
7962742013339444,0,0
7984637438830727,0,0
7985794224124187,0,1
7998257125520031,1,0
8009711978704302,0,0
8016110556715556,0,0
8035558304397801,0,1
8038473149716847,0,0
8049635743158342,0,0
8056535884427051,0,0
8059443564487563,1,0
8091727703278987,0,0
8093060842363157,0,0
8093744856247015,0,0
8109096927034303,0,0
8149909743399383,0,0
8153583197857916,0,0
8177052023970444,1,1
8192920443735834,0,0
8194525120368901,1,1
8199773181427735,1,0
8200570713738593,0,0
8217108019914961,0,1
8252845849621810,0,1
8274539269028885,0,0
8289753741190954,0,0
8293375167439064,0,0
8316683206695808,1,0
8328618275266452,0,1
8330190126788778,0,0
8347152186798308,0,0
8398597075583498,0,0
8412721269162116,0,0
8416192253029406,0,0
8430296815731803,0,0
8462882997759606,1,1
8504921013491792,0,1
8516670362168004,0,1
8520739813232595,0,1
8532385339416258,0,1
8539298668509978,0,1
8555342548062500,0,0
8557566354677151,0,0
8561026824682400,0,0
8579791844773542,0,0
8582905429598842,0,0
8605605997361082,0,0
8623489520688874,0,0
8627493865151857,0,0
8637212554815971,0,1
8644909873638458,0,1
8645519415060391,0,1
8647032997697168,0,1
8656326647893615,0,1
8659043076162465,0,1
8714674610213533,0,0
8733098841309581,1,0
8765076803900683,0,0
8775436410852312,0,1
8783439755542180,0,0
8786102891539318,1,0
8814654858046771,0,0
8820547152692958,0,0
8825480166025717,1,1
8835980551138747,1,1
8889252389823190,1,1
8894918627006523,0,0
8932414897356263,0,0
8963656311243382,1,1
8970166292495475,0,1
9000098920953667,0,0
9001824843921843,0,0
9026523533803192,0,0
9033175481209103,0,1
9036412555625173,0,0
9036819464884932,0,0
9049928924061012,0,0
9055029314112538,0,0
9066222959959030,0,0
9079167439879750,0,0
9099785435163225,0,1
9109970806794934,0,1
9110102788594819,0,0
9116864313133448,1,1
9131151027610235,1,1
9149133302820855,0,0
9163370000937773,0,0
9163888609948145,0,0
9172066761483142,0,0
9178096255555627,0,0
9211468625326886,0,0
9230554253590631,0,0
9249558938371504,0,0
9250000134576977,0,0
9258562171269914,0,0
9293705320322322,0,0
9303132708821885,0,0
9327862646111640,0,0
9366997842832451,0,1
9392811250940960,0,1
9393303114455846,0,0
9403867997534476,0,1
9405808338259344,0,1
9405975122364159,0,0
9417509403820850,0,1
9428954422701636,0,0
9431322792741286,0,0
9437037229427551,1,0
9482070935662089,0,0
9484801122977151,0,1
9487818541214677,0,1
9525244879845480,0,0
9531572134315639,0,1
9548633023918275,1,0
9564148793732926,0,1
9572102134409652,0,0
9581855247620618,0,0
9592564992630823,0,0
9597336931371258,0,0
9616128659084098,0,1
9644305821424766,0,1
9653633519538996,0,0
9660125246415010,0,1
9662207599813745,0,0
9711312147860816,0,1
9746649185131712,0,1
9788716907139841,0,0
9800351352185893,0,0
9848788038900834,0,0
9868801492314888,0,0
9874976636446868,1,0
9876590232198269,0,1
9896135889919370,0,1
9909974887642051,0,0
9983682991407964,1,1
9991676625246751,0,0
10004526885944298,0,1
10005336910330894,0,0
10019066198630193,1,1
10027678993476889,0,1
10060263225302606,0,0
10100162257458929,0,0
10119438738375197,0,0
10125008119187472,0,1
10149870252741148,0,0
10151868358509382,0,1
10172745900122305,0,0
10195161040042049,1,1
10212062601360915,0,0
10258725277951751,0,0
10269030226010011,0,0
10281406628747130,0,0
10352874876575985,1,0
10357358452170410,0,1
10359462936172788,0,0
10399517117529315,0,0
10404378985534863,0,0
10411025197158030,0,0
10419864360915967,1,1
10453481103178990,0,1
10461809741553007,0,0
10464646021685179,0,0
10465538738192207,1,1
10479281361687478,0,0
10492927482166199,0,0
10499940908776482,0,0
10500450379096423,0,0
10500702482071080,0,0
10530481185952438,0,1
10559678766278403,0,0
10573898625308142,1,0
10587938201399893,0,0
10598323856947666,0,0
10629778614721850,0,0
10645985571907541,0,0
10668812589168026,0,1
10673249130944151,0,0
10721805545208494,0,0
10728823761016989,0,0
10764436327038357,0,1
10783956358942688,0,0
10784291514215646,0,0
10784354936600432,0,1
10790657232367743,0,0
10838295478186076,0,0
10885002837409548,0,0
10892163898523825,1,1
10892251455164137,0,0
10893550656827739,0,0
10910787076555875,0,0
10946429584692595,0,0
10971159159646768,0,0
11000647074532006,0,0
11016450744060060,0,0
11054509913767654,0,0
11118293666094351,0,0
11124956587254419,0,1
11147672032342464,0,0
11155228355538406,0,0
11180518468886891,0,1
11201797414511579,0,0
11205133069240107,0,0
11241717968071315,0,1
11241984974380828,1,0
11244085934882730,0,1
11295554823960664,1,1
11298504329772373,0,1
11305041882323703,0,0
11317893180578436,0,0
11342605049725778,0,0
11349084399540213,0,0
11350925594521146,0,0
11384865551599798,0,0
11391497854207140,0,0
11416602644421562,0,0
11455696125386161,0,0
11459773270839079,0,1
11461195003703290,0,0
11483110310591662,0,0
11521089066871481,0,0
11522727749757675,1,0
11523425608309136,0,1
11535882193565865,0,0
11550902641569256,0,0
11616108821991145,0,1
11651486126337734,0,1
11712336968567621,0,0
11745009613619620,0,0
11773145791483814,0,1
11774223935253551,0,1
11787953083801838,0,1
11810590997932832,0,0
11817754202324167,1,0
11828685813788165,0,1
11850587270724062,0,0
11863395796647104,0,0
11878777885610820,0,0
11894818280009472,0,0
11900933771011547,0,0
11928424909589106,0,0
11931841453413634,0,0
11947701942031845,0,0
11951425281428179,0,0
11953844716340302,0,1
11971126586418450,1,1
11988495150566627,1,0
12001287275159234,0,1
12016081675758266,0,1
12018577831967778,1,0
12020121677072578,0,1
12043417377512471,0,0
12060070144336785,0,1
12067318597179069,0,0
12075317477083434,1,1
12099385851397585,0,0
12105707333605508,0,0
12202589421906646,0,1
12310720949769747,0,1
12324320780952563,0,0
12374433266709512,0,0
12450954797831933,0,0
12462318352604968,1,0
12467419430311533,0,0
12469047534521490,0,0
12482384069196823,0,1
12506713822490448,0,0
12541646446784604,0,0
12547524388774179,0,0
12549073095932404,0,0
12558352515863987,0,0
12573128604971038,0,1
12578091852750547,0,0
12587588687390534,0,0
12596243521321193,0,0
12645565746919332,1,0
12674061929483613,1,1
12683880221114298,0,0
12710845936016560,0,0
12751765679607307,0,0
12760571162081476,0,1
12774503051725624,0,1
12776066842198830,0,0
12808766059545069,1,0
12886126523571525,0,1
12911690245844106,0,0
12971912399531394,0,0
12987596021669325,0,0
12995106810348035,0,0
12996097097205120,0,1
13002581793495167,1,0
13049379813254334,0,1
13049936219191041,0,0
13051384243692864,1,1
13085977991561079,0,0
13087743313695928,0,0
13104719943647591,0,0
13109509874780929,0,0
13165070590713747,0,0
13169034320028064,0,0
13210891048529356,0,1
13223821925377674,1,0
13248984148264828,0,1
13278823539075700,0,1
13301808225205672,0,0
13328947875262418,1,0
13330846053306713,0,1
13354568594929593,0,0
13363625593748999,0,0
13365736511897747,0,0
13373785434432053,0,1
13385230619409387,0,1
13407803129848665,0,0
13433023011841838,0,0
13438518135738677,0,1
13441278806421554,0,0
13465448282865947,1,0
13496475658977667,0,1
13511447665049985,0,0
13526833034905410,1,0
13532016900198193,0,0
13547745591862729,0,1
13591328126577962,0,0
13593252633980403,0,1
13596014135039332,0,0
13596560750740390,0,0
13596829330576553,0,0
13656365292440071,0,1
13658310522375250,0,1
13684806959871864,0,0
13715721854734830,1,1
13721666757607272,0,0
13724840947084038,0,0
13744185469853380,1,0
13746788868262834,0,0
13759080267191973,0,0
13759349249607458,0,0
13774287699934266,0,0
13782689713756084,0,1
13796482742922304,0,0
13820663783167169,0,0
13849649021828967,0,0
13850638751075687,0,1
13883166760159775,0,0
13890714456845444,0,0
13938082842762196,0,0
13947301576738869,1,0
13980315963935634,1,0
13988221897376437,0,0
14013821859094175,0,0
14035546724555008,0,1
14042711160692422,0,1
14070286983295415,0,0
14105078312852398,1,0
14142698870195948,1,1
14160423621137298,1,1
14168326581142460,0,1
14191336243689786,0,1
14208795197331406,0,1
14248931769129217,0,1
14266326156510241,0,1
14272192567517904,0,0
14275659395880496,0,0
14307515919324547,0,1
14329322457108906,0,0
14358292544539244,0,0
14361104505730974,0,0
14363053005297081,1,1
14382527689964342,0,0
14396998788933666,0,1
14406826783548544,0,1
14408328592905598,0,1
14421060247023611,0,0
14432674050058644,0,0
14444113735861879,0,0
14465384238289829,0,0
14503722134073303,0,1
14562664120078314,1,0
14572968302820518,1,0
14580707844609186,0,1
14592351682472117,0,1
14636720591225049,0,0
14664055305277412,0,1
14669243369453703,0,1
14747210102271207,0,0
14792635233074337,0,1
14815744660077020,0,0
14822825100468787,0,0
14900825979902318,0,0
14989492794904393,0,0
15031056590000448,0,0
15062004561449494,0,0
15113042926970555,0,0
15138299354546516,1,0
15143638661145736,0,1
15150655746496881,1,1
15153778198554054,0,0
15170325845641866,1,0
15201109705127927,0,1
15214838859647580,0,0
15216752651321599,1,1
15228725379440408,0,0
15249270359703384,0,0
15273846534866072,0,0
15288125222357810,0,0
15325111500420658,0,0
15341443289997071,1,1
15352337321382176,0,0
15368860007098869,1,1
15370675175436846,0,0
15421506443396252,0,1
15433386091603684,0,1
15462012341047384,0,1
15489267800379035,0,1
15489746997589169,0,0
15508908893680907,0,0
15525011921407801,1,1
15532983130388988,0,0
15538766333638208,0,1
15542567679862311,0,0
15558856776550177,0,0
15565696372161780,0,0
15594895180378461,0,0
15643320814779912,0,1
15650166361602093,0,0
15680644668951865,0,0
15684580820279338,0,0
15684857910416865,0,0
15770519636665696,0,0
15779786890439822,0,1
15779957038272415,1,1
15780247383810793,0,0
15873998622842023,0,1
15950805257378713,0,0
16007162374943100,0,0
16015506312577267,0,1
16020143903877580,0,0
16073846374497439,0,0
16078653119866026,0,0
16109938061157945,0,0
16124056257064483,0,1
16136444386064456,0,0
16175886467537560,0,0
16192971328107701,0,0
16203359181178786,0,0
16203973285804143,1,1
16260101045878832,0,0
16264819467517501,0,1
16285881105367426,0,0
16315455234492701,1,1
16318718887662117,0,0
16328757658198581,0,0
16361852069331190,0,0
16414306641782221,0,0
16421871649188569,0,0
16468169653135229,1,0
16503467250296359,0,0
16516268589886606,1,0
16519466451062141,0,0
16545068897015368,0,1
16561528214271317,0,0
16561902305304164,0,1
16573225250103679,0,1
16613890955431514,0,0
16615058123248726,1,1
16631427523753880,0,0
16674738886782914,0,1
16675696037904267,1,0
16684742830058027,0,0
16691378884189837,0,1
16695638693053510,0,0
16695969943000507,0,0
16711197494918976,0,0
16732987659885348,0,0
16758309892948148,0,0
16773200527120735,0,1
16797134093545198,0,1
16798778961190701,0,0
16818664246318449,0,1
16899727404625652,1,1
16923808554990977,0,0
16938897283897620,0,1
16943544072559518,0,1
16947837026102330,0,0
16975808791747044,1,1
16976045515378176,0,0
16984884723090568,0,1
17017547318561451,0,0
17019339849176095,1,0
17032501770014088,0,0
17057577588358291,0,0
17060615272503259,0,1
17093329140335768,0,1
17141253659977667,0,1
17156747793799735,1,0
17166728789888092,0,0
17199201791797600,1,0
17207536512306314,0,0
17219456547941206,1,1
17235539674327281,0,1
17325255912881389,0,1
17351093120989616,0,1
17383696223630714,0,1
17415574993554426,1,0
17416630386497860,0,1
17419459186477274,0,0
17440785688410156,0,0
17457542723924209,1,1
17488979157520967,0,0
17542294348476957,0,0
17550135166128485,0,0
17567538038830893,0,0
17622675799553715,1,1
17679168263316973,0,0
17709064983432865,0,0
17712808596176113,0,0
17738762517150650,0,0
17740375757270177,0,1
17742576269649528,0,0
17748019641954640,0,0
17785734287507402,0,0
17855820400233484,0,0
17867606675556896,0,0
17878544477984803,0,0
17896034635338869,0,0
17922321274546437,0,0
17948491046289140,0,0
18017369491546388,0,1
18021362709379535,0,1
18058061288506650,1,1
18080898747218570,1,0
18085611927233412,0,1
18090124576883616,0,0
18128797958344101,0,0
18132605385972508,0,0
18145183677737641,0,1
18183968494542254,1,0
18205307511398974,1,1
18224359147141418,0,0
18234029842835768,0,0
18245728986948283,0,0
18248134545333625,1,1
18254939458049799,0,0
18281110629503732,0,0
18284543564290283,0,0
18305034602178290,0,0
18329431237501907,0,0
18337158962441999,0,0
18338288960830492,0,1
18344277717878790,0,1
18350317563675463,0,1
18350628787405178,0,1
18355154782393809,0,0
18373114383417214,0,0
18378273597468468,0,0
18379410407049584,0,0
18431064046861151,0,0
18444253790445595,0,1
18503443688341026,0,1
18507840291562567,0,1
18536672454405025,0,0
18538519552531178,0,1
18549424416327096,1,0
18567180051243447,0,0
18596095754119640,0,0
18606571181270857,0,0
18623000299804864,0,0
18625807514405058,0,0
18635418640576265,0,0
18647862539978239,0,0
18700070928334603,0,1
18716275322208494,0,0
18742531290435886,1,1
18754995574797480,0,0
18760208845918348,0,0
18807689584432514,0,0
18848732363057269,0,0
18857744791738639,0,0
18858702317037721,1,0
18860124035481531,0,0
18879663838436795,0,0
18881957533790929,0,0
18897028244000107,0,1
18949369711254575,0,0
18991856770817066,1,0
19034630324569990,0,0
19071127547191929,1,0
19099814111541166,0,0
19101169607410993,1,0
19113044190007198,0,0
19140969062767671,0,0
19162441894717505,0,0
19203431141927460,0,1
19222805375581578,0,0
19226076317157513,0,1
19226323300613803,0,1
19252120450182210,1,1
19256308980552626,1,0
19265109528702418,0,0
19274061888185859,0,0
19349364415944377,0,0
19364291644273935,0,0
19383026357795468,0,1
19385346108408852,0,1
19422921489631784,0,0
19459352118008849,0,0
19486606135282058,0,0
19526228315797902,0,0
19537318778580312,0,0
19537362997079802,0,0
19537464103249609,0,1
19537478511015865,0,1
19547954738814660,0,1
19550934450048308,0,0
19556179770198992,1,1
19561504856848228,0,1
19609713323033257,0,0
19612631742485141,0,1
19625603755391827,0,1
19648773307398355,0,1
19651519909980785,1,0
19653282174422999,0,0
19664907597577614,1,0
19702736410353788,0,0
19706755392500358,0,0
19707605519509246,0,0
19749672468002996,0,0
19782105740204437,0,0
19795918542330558,0,1
19828246440525098,0,1
19839731655822806,1,1
19840272559792514,0,1
19867560320499614,0,1
19905758521963600,0,1
19919561137132368,0,0
19939119224829823,0,0
20017598221170328,0,0
20017990889032184,0,0
20043229466358868,0,0
20072147332939829,0,0
20103081183020582,0,1
20121556936354514,0,0
20127198161404848,0,0
20136057095029739,0,0
20141532449228522,0,0
20149179893621693,0,1
20152519346169911,0,0
20195327522261753,0,1
20195595634722771,0,0
20211038143737682,0,0
20218805977105935,0,0
20220066057223072,0,0
20233862412122370,0,0
20233974262552440,0,0
20262057131125587,0,0
20284961351918334,0,0
20341243926516296,0,0
20346430496783151,1,0
20369212698397662,0,0
20392310272734038,0,0
20402307537909583,0,0
20428624916364241,0,0
20433424685827155,0,0
20465193275476996,0,0
20490087778577360,0,0
20491957245115734,0,1
20516608537997785,0,0
20517360340943747,0,1
20520912131707088,0,1
20550533947460053,0,0
20559382863107567,0,0
20575901472348039,0,1
20581186640107102,0,0
20587209486519081,0,0
20620068828506464,0,0
20632428031321988,0,0
20640290202857919,0,0
20648019486790840,0,0
20670905504567279,0,0
20689011624569542,0,0
20690773245539267,0,1
20729415467472825,0,1
20783425843985732,0,0
20801888444335702,1,1
20893256559921245,1,0
20906832709629936,0,0
20906897043370717,0,0
20912625834269012,1,1
20923010269584717,0,0
20935997641525243,0,1
20956320003424154,0,1
20971365231930787,0,0
20986189602241340,0,0
20991464406418021,0,0
20992433041975911,0,0
20997857900700278,1,0
21018577092724636,1,0
21065027543070989,0,0
21072978842734539,0,0
21089230436652474,1,1
21094776881455411,0,0
21098354886834104,1,1
21115986225784241,0,0
21118334624105334,1,1
21147380351439202,0,0
21184048987197999,0,1
21204538225252363,0,0
21215598998800973,0,0
21227222560571645,0,0
21241133017937924,0,0
21257823665084215,0,0
21266008090296486,1,1
21290843259379698,0,0
21310585841383744,0,1
21310773105154998,0,0
21339040647680197,0,1
21339886639989070,0,1
21369627767922418,0,0
21413589739531444,1,0
21416497596745475,0,1
21439475081941709,0,0
21445080315487997,1,0
21451619141058031,0,1
21457654207385219,0,1
21470730869174704,0,1
21472238310289790,0,0
21473423671193161,1,1
21534051447645861,1,1
21541685263243377,0,1
21555550532016195,0,1
21607194768574367,0,1
21623807647337003,0,0
21658853710343987,0,1
21691216078363606,0,0
21693903433647941,0,0
21694785948901281,0,1
21695785027280441,0,0
21702058991468391,1,1
21712367728390903,0,0
21739145277034821,0,0
21743997759501577,0,0
21780324454777182,1,0
21784102026326163,0,0
21799017275726573,0,0
21806279544036620,0,0
21857180291262258,0,0
21896137219497644,0,0
21909606767465622,0,0
21925671558102924,0,0
21959179589018714,1,0
21970419166270258,0,0
21985683906170980,0,0
21995976938132039,0,0
22009442201781517,1,0
22024986816810348,1,0
22040680367222318,0,1
22044080362623207,0,1
22072175503801363,0,1
22104648344240865,0,1
22142482958608150,0,0
22145316798383680,0,0
22164037337653898,0,0
22164900612839300,0,0
22216244636330387,0,0
22222831790792624,0,0
22228200064781907,0,1
22247487914233590,1,0
22273379408598884,0,0
22297742797675291,0,1
22319742269314901,0,0
22351205293221679,0,0
22380072947884428,0,0
22390051238629504,1,0
22399653579518740,0,0
22430889587526350,0,1
22433620282102895,0,1
22443321083673618,0,1
22454863621371297,0,0
22468615704438752,0,0
22530852157207497,0,0
22550450646954315,0,0
22551390393357656,0,0
22553339755751126,0,0
22557308904846342,0,1
22572141942181805,0,0
22579021016990933,0,1
22594550654582193,0,0
22626575455609359,0,0
22630378406732443,0,1
22680069862772246,0,0
22686389522588769,0,1
22721945390502867,0,0
22759383103757042,0,1
22760345025676586,0,0
22795058201027934,0,0
22825291966895849,0,0
22835922263223839,0,0
22837810035927448,0,1
22845967361748430,0,1
22851600407846298,0,0
22854519638290536,0,1
22864783454119421,0,0
22868397622097552,0,0
22915682967988568,0,1
22920177576996955,0,0
22920208967947040,0,0
22960717110392963,1,1
22964076483006879,0,1
22988721208138505,0,0
22997485800710521,0,1
23002630054482232,0,0
23021982037513900,0,0
23061008220834242,0,0
23074537921042607,0,1
23077660081168907,0,0
23081137583721599,1,0
23113131386009632,0,1
23125850423376087,0,1
23132593696845597,0,0
23161011492912138,0,0
23161530367788095,1,1
23170287605395335,0,0
23235526083813310,0,0
23345891755481586,0,1
23346907653447356,0,0
23370506398009320,0,1
23402426595500838,0,0
23436360108438502,0,0
23483419179870019,0,1
23518238672379567,1,0
23519993701605852,0,0
23527450122999200,0,1
23528249605141944,0,0
23538484578718883,1,1
23564400261726326,0,0
23622217820789799,0,0
23633981704219339,0,1
23638622123121745,0,0
23655057141895349,0,0
23658778395295401,0,0
23669842889502082,1,0
23679440983119677,0,0
23693901718195149,0,0
23721223421057672,0,1
23735340573362226,0,0
23746258051126839,1,0
23762165439407937,0,0
23788668837425296,0,0
23790034906859830,1,1
23809067172802046,0,0
23814796829969425,0,0
23834757217453323,0,1
23851066950362501,0,0
23908935057687813,0,1
